Uniprot,score_alpha,score_topm,res_length,SS,pLDDT,proQ3D,qmean,EC
Q9SCP7,0.2932,0.2975,359,44.2,95.45381413706475,0.3637,0.2075,2.1.1.7
Q9SIK1,0.2075,0.2438,433,47.6,94.59196386255924,0.2525,0.1967,2.7.7.27
Q9SPK4,0.2107,0.3081,284,34.6,91.3650424296563,0.2477,0.2133,2.7.11.1
Q9SR36,0.1882,0.2336,224,28.4,94.78418963616288,0.24,0.1757,2.5.1.18
Q9SRQ2,0.2093,0.3217,440,42.7,94.65435994194512,0.2644,0.1999,2.3.1.195
Q9STF0,0.3041,0.3221,337,28.0,85.94852361472658,0.3475,0.2186,2.7.11.1
Q9SVY0,0.3039,0.3117,1639,29.3,76.19016644731748,0.5245,0.2928,2.7.7.6
Q9SX54,0.2585,0.3806,210,26.0,92.94782160194202,0.309,0.2104,2.7.1.4
Q9TXJ0,0.3068,0.2812,335,36.2,84.88342383107124,0.3665,0.2171,2.7.11.17
Q9U2Q9,0.2729,0.3185,337,38.6,93.57094325718552,0.2975,0.2276,2.7.11.26
Q9UJ37,0.2989,0.2381,374,39.1,86.10118478626772,0.286,0.2693,2.4.99.3
Q9UJ70,0.1998,0.375,344,36.3,95.2300760167227,0.2585,0.187,2.7.1.59
Q9UKK9,0.276,0.3175,204,27.7,95.04929064657868,0.3304,0.2023,2.7.7.96
Q9URT9,0.2447,0.3234,381,37.3,93.31475270225948,0.2938,0.2176,2.7.11.1
Q9US43,0.2125,0.2065,187,25.9,94.47629473684188,0.2818,0.1751,2.4.2.9
Q9UT75,0.269,0.3025,434,40.3,88.76645106383022,0.3163,0.1911,2.5.1.75
Q9UT98,0.2391,0.2537,361,30.4,87.507135888502,0.2983,0.227,2.7.1.86
Q9UTC5,0.2477,0.3667,225,22.2,95.2119565217389,0.2781,0.1973,2.7.1.48
Q9UTI6,0.2818,0.3876,365,34.9,91.50245205479436,0.3292,0.2135,2.7.7.14
Q9UUK7,0.1679,0.2305,207,24.8,97.56815688775464,0.2455,0.1618,2.1.2.2
Q9UW26,0.2389,0.2047,515,60.9,94.50024044241395,0.296,0.2013,2.7.7.19
Q9VH08,0.2494,0.275,317,27.5,94.2328126264671,0.2754,0.2228,2.3.1.286
Q9VIT2,0.2623,0.3951,189,18.9,93.03896463022468,0.3068,0.1786,2.7.4.2
Q9VQC4,0.2091,0.3289,487,54.5,94.43033414174036,0.264,0.18,2.7.1.31
Q9W3U1,0.2734,0.2451,511,57.1,89.49293414634101,0.3066,0.2278,2.1.1.85
Q9WV84,0.279,0.3496,149,17.4,94.09350727117187,0.2975,0.2288,2.7.4.6
Q9WVL4,0.3158,0.246,535,50.1,93.57260839160858,0.3629,0.2293,2.7.11.14
Q9XI84,0.271,0.2932,468,56.2,88.91032085561534,0.3077,0.2278,2.1.1.259
Q9XTW2,0.3348,0.272,512,38.3,88.95201284796507,0.3633,0.2635,2.7.11.1
Q9XVK5,0.3077,0.2592,168,20.1,94.59489898989874,0.3573,0.2006,2.3.2.34
Q9XWF6,0.2453,0.3141,152,14.7,86.01968907563032,0.2932,0.211,2.3.2.23
Q9XZT6,0.2265,0.2894,232,27.2,90.59697080291971,0.2473,0.2136,2.7.1.145
Q9Y2G5,0.261,0.2974,383,40.0,95.5146365914777,0.2815,0.2233,2.4.1.221
Q9Y2Q3,0.2245,0.2307,226,28.8,95.29433835845826,0.2774,0.1936,2.5.1.18
Q9Y6E7,0.2335,0.2331,280,28.5,96.09810274898622,0.2739,0.2043,2.3.1.286
Q9Y7Q2,0.2726,0.2874,229,27.7,96.99078645833352,0.2927,0.2306,2.5.1.18
Q9Z1E4,0.3191,0.1993,727,70.4,85.37209895565812,0.3242,0.2569,2.4.1.11
Q9ZSA3,0.3083,0.3325,467,52.0,78.62798102980952,0.3399,0.2349,2.7.11.1
Q9ZU32,0.2052,0.3126,302,33.2,95.64214750542322,0.2529,0.1803,2.4.2.19
Q9ZVK1,0.2383,0.2821,261,34.1,96.87029085872628,0.2201,0.2147,2.4.1.207
A5PLK2,0.1875,0.2109,270,19.5,95.39073734939764,0.2219,0.1935,3.6.1.1
A6NHC0,0.2248,0.3023,703,76.6,89.48613550815624,0.2685,0.2038,3.4.22.53
B2RZ50,0.1866,0.1883,183,23.8,95.90418572418616,0.2417,0.1699,3.1.3.16
B6TRH4,0.2162,0.3499,345,42.2,92.94285000000022,0.2615,0.1983,3.5.4.26
B7EA73,0.186,0.1613,887,6.0,96.56451327433446,0.2292,0.1813,3.4.11.14
B9G434,0.2151,0.2611,667,76.6,95.45080614923094,0.2222,0.2193,3.2.1.68
B9GCH9,0.2208,0.2203,843,82.2,96.08521348668604,0.2691,0.2091,3.5.1.5
F1QCV2,0.2329,0.2405,675,75.5,93.27981258366836,0.2799,0.2065,3.5.1.48
F4HTM3,0.2181,0.2309,803,78.9,93.04119022154296,0.2451,0.2131,3.2.1.106
F4JFJ3,0.2457,0.3215,751,62.9,79.0493440450562,0.2934,0.1999,3.6.4.12
F4JJE5,0.2938,0.2944,190,28.4,86.56629680998631,0.3948,0.2227,3.4.25.1
F4JKB6,0.238,0.2484,489,60.5,91.37654758800468,0.2943,0.1898,3.1.26.5
F4KI56,0.1863,0.2584,214,26.2,94.01124698795192,0.2213,0.1876,3.1.3.3
F8W2M8,0.1792,0.2256,539,58.4,92.54842594800876,0.2173,0.204,3.4.14.9
G3V7J5,0.2227,0.3075,550,57.5,90.60259797141576,0.265,0.2067,3.1.1.88
G5ECR8,0.1812,0.229,495,63.1,96.81671728676336,0.2082,0.1972,3.2.1.45
G5EGK8,0.2338,0.273,306,38.5,95.30704122877916,0.2522,0.2143,3.1.3.16
I6WXK4,0.2257,0.2864,276,32.2,86.56299245994406,0.2696,0.1901,3.1.3.16
I6X235,0.1802,0.2531,207,27.7,96.0387112763323,0.191,0.2066,3.6.1.13
I6XD65,0.1715,0.2346,186,23.1,97.29139231327072,0.2353,0.1883,3.5.1.19
I6XEI5,0.1977,0.2007,198,24.1,98.60620119126422,0.238,0.1956,3.2.1.17
I6XU97,0.1843,0.2429,298,31.9,94.15917989417976,0.2285,0.1796,3.1.1.1
I6Y4D2,0.2163,0.247,214,27.4,97.70689171974516,0.2634,0.202,3.5.1.28
I6YGS0,0.2306,0.2315,322,36.0,96.62828169014064,0.2981,0.1943,3.3.2.10
L7N6B0,0.1776,0.2218,337,43.7,97.74150286650276,0.2483,0.1753,3.2.1.52
O00084,0.2383,0.2335,835,80.1,96.49985602503811,0.2854,0.2115,3.5.1.5
O00754,0.1987,0.3668,949,5.8,94.79372693726847,0.2232,0.2053,3.2.1.24
O02119,0.3499,0.3407,138,11.4,92.17588405797112,0.3841,0.2707,3.2.1.17
O04138,0.2477,0.3582,243,18.8,93.19411924119204,0.2356,0.2492,3.2.1.14
O04482,0.2718,0.3563,330,35.2,91.12802347595596,0.323,0.1876,3.4.19.12
O05306,0.1668,0.2655,177,24.9,97.34826966292135,0.2445,0.1586,3.2.2.n1
O07427,0.1658,0.2124,279,34.1,95.7106701030926,0.2213,0.1829,3.1.1.23
O08738,0.2789,0.3662,255,32.1,89.03776689520139,0.2725,0.2511,3.4.22.59
O09159,0.1931,0.3435,951,8.3,94.77098562091484,0.2128,0.2031,3.2.1.24
O09175,0.2386,0.2671,628,70.9,96.01966995371336,0.311,0.1879,3.4.11.6
O13842,0.2352,0.2929,308,36.8,96.66266151970804,0.2964,0.1961,3.5.1.41
O14057,0.1899,0.2516,477,50.2,93.51268069039976,0.2426,0.1981,3.5.4.3
O14124,0.2043,0.2607,391,41.6,93.67170096463008,0.2322,0.2135,3.4.13.19
O14255,0.2131,0.2257,778,75.5,92.3191462837309,0.254,0.207,3.2.1.106
O14734,0.2819,0.3557,294,37.3,91.55864428389336,0.3113,0.2357,3.1.2.1
O17695,0.2599,0.252,419,47.6,92.38351067027288,0.3122,0.2114,3.5.1.98
O23512,0.2151,0.3235,251,29.0,94.2946619576188,0.272,0.2047,3.1.1.82
O23712,0.2179,0.262,236,33.0,94.03713286713308,0.2509,0.2134,3.4.25.1
O33194,0.1661,0.2017,340,40.8,94.32243502599005,0.2191,0.184,3.1.3.21
O33283,0.2801,0.3029,138,18.5,97.4125390984362,0.3338,0.1903,3.3.2.10
O35263,0.1916,0.2351,220,27.8,96.7569155657666,0.2028,0.1937,3.1.1.47
O35298,0.2498,0.2182,561,57.7,92.1942489941885,0.2728,0.219,3.1.1.77
O35453,0.2574,0.271,401,38.6,91.9523864384458,0.3237,0.2265,3.4.21.106
O36014,0.272,0.2924,467,47.8,95.52281473336964,0.3244,0.2198,3.4.11.21
O42893,0.2529,0.2423,712,72.1,90.7522116876399,0.2682,0.2366,3.2.1.28
O42945,0.2639,0.2741,735,76.8,90.08856318914395,0.3372,0.2009,3.6.4.13
O43049,0.167,0.1919,473,39.7,95.53670130562192,0.2162,0.1775,3.1.3.16
O43143,0.2374,0.2147,772,83.0,87.81747219087536,0.2641,0.2256,3.6.4.13
O45686,0.262,0.2734,367,45.2,94.03320850202452,0.3099,0.2164,3.5.1.23
O48917,0.1762,0.2025,383,42.5,98.1562479447553,0.1631,0.2051,3.13.1.1
O55096,0.162,0.1454,738,82.1,94.79988233287946,0.2044,0.195,3.4.14.4
O60087,0.2148,0.2729,427,45.1,95.88652858809785,0.2032,0.2103,3.2.1.3
O60306,0.2358,0.2268,1383,66.2,88.72245982694689,0.414,0.2008,3.6.4.13
O60671,0.211,0.173,282,38.7,89.07958239784396,0.2564,0.2068,3.1.11.2
O64730,0.1918,0.2262,254,29.6,96.24336103896135,0.2433,0.1862,3.1.3.16
O64773,0.2769,0.3876,278,29.7,87.87555604785149,0.3121,0.2155,3.1.13.4
O65355,0.2469,0.3109,290,33.4,95.60186188811214,0.2875,0.2098,3.4.19.9
O69670,0.2653,0.2869,233,27.7,96.04070236039092,0.3093,0.214,3.5.1.118
O70631,0.2177,0.2942,519,55.2,94.01389398067892,0.2802,0.2006,3.1.1.28
O74382,0.1684,0.2769,298,30.4,96.19718129686818,0.225,0.174,3.1.3.3
O74806,0.2687,0.3359,178,19.5,94.3615983026876,0.3122,0.197,3.1.1.29
O75001,0.2694,0.3268,748,88.7,79.5431243663406,0.3226,0.2374,3.6.4.12
O75817,0.2488,0.3961,115,20.3,88.3602681564248,0.2784,0.2359,3.1.26.5
O75818,0.2373,0.1933,351,44.0,93.22303477344568,0.2887,0.2043,3.1.26.5
O75844,0.4041,0.3551,475,60.4,89.28224826165194,0.4266,0.2236,3.4.24.84
O76358,0.2611,0.3584,139,11.4,94.13066155321172,0.3205,0.2062,3.2.1.17
O76463,0.2239,0.253,427,52.3,95.0992194835686,0.2719,0.2015,3.6.1.29
O76464,0.2425,0.334,460,48.6,90.68695058695025,0.292,0.2217,3.6.1.29
O77392,0.384,0.3862,326,32.3,85.75416214259812,0.4303,0.2811,3.6.1.1
O81148,0.2345,0.3477,250,33.5,93.34570984456002,0.2856,0.199,3.4.25.1
O81862,0.2524,0.2481,352,45.2,97.08449537892756,0.3018,0.2222,3.2.1.14
O88796,0.2934,0.3193,257,29.5,88.92653942742393,0.3327,0.2357,3.1.26.5
O88806,0.2116,0.2085,662,73.4,95.38835158501516,0.2602,0.2035,3.5.3.15
O88941,0.2463,0.1985,797,80.5,95.06916693367548,0.2963,0.203,3.2.1.106
O94247,0.2353,0.2347,660,76.2,87.36012701421862,0.26,0.2178,3.6.4.12
O94468,0.2398,0.1899,213,27.7,95.82187903699332,0.3136,0.172,3.2.2.21
O95059,0.3173,0.3797,106,15.3,81.78121802679645,0.3557,0.2494,3.1.26.5
O95497,0.2845,0.247,490,56.0,94.63612255541202,0.2992,0.2513,3.5.1.92
O95498,0.2503,0.2577,485,55.8,94.8196694214886,0.3128,0.2138,3.5.1.92
O95865,0.2195,0.2692,285,29.9,93.1906192990876,0.2798,0.1985,3.5.3.18
P00635,0.2039,0.2623,433,44.9,96.09962410329943,0.2346,0.2119,3.1.3.2
P00811,0.177,0.1932,356,44.4,98.43101506456208,0.2144,0.1925,3.5.2.6
P04062,0.1573,0.17,484,63.1,97.36160709626996,0.1462,0.1963,3.2.1.45
P04395,0.1457,0.1538,282,38.1,96.78859593679474,0.1698,0.1738,3.2.2.21
P04746,0.1702,0.2041,501,49.6,97.92879107098024,0.1531,0.1981,3.2.1.1
P04995,0.2154,0.2329,475,57.2,95.79761694386632,0.2614,0.1888,3.1.11.1
P05100,0.1805,0.208,187,20.7,97.43552702702706,0.1964,0.2011,3.2.2.20
P05458,0.2073,0.1454,962,15.5,93.50385183232412,0.2669,0.1867,3.4.24.55
P05981,0.2505,0.2765,402,39.4,93.07359134142348,0.3128,0.2325,3.4.21.106
P06776,0.3304,0.3914,526,51.9,89.67700000000012,0.4358,0.2337,3.1.4.53
P06839,0.2695,0.3446,765,88.9,86.72623808754607,0.3133,0.1991,3.6.4.12
P07098,0.2266,0.2416,364,42.0,93.61644723447556,0.2648,0.2205,3.1.1.3
P07648,0.2683,0.2867,1122,31.2,91.64189983489236,0.3155,0.2118,3.1.11.5
P08019,0.3184,0.2548,521,51.8,90.30998302207108,0.3732,0.2284,3.2.1.3
P08236,0.1991,0.2683,624,79.3,96.24427536231836,0.2203,0.2022,3.2.1.31
P08337,0.2347,0.2327,129,16.7,92.87591469194282,0.267,0.2096,3.6.1.55
P08394,0.2534,0.3193,1180,23.8,89.36749735001159,0.2934,0.2119,3.1.11.5
P08473,0.2112,0.1626,725,81.6,97.76018397524044,0.2566,0.2,3.4.24.11
P09155,0.1983,0.2081,375,46.9,95.9101496508146,0.2284,0.2019,3.1.13.5
P09169,0.2633,0.205,286,42.2,97.62019693654254,0.4228,0.1802,3.4.23.49
P09394,0.2196,0.2263,325,38.0,98.22569965870284,0.2674,0.1987,3.1.4.46
P0A6G3,0.1884,0.2574,165,22.4,97.47095546558664,0.2301,0.1786,3.5.1.42
P0A8Y3,0.2083,0.2231,199,21.7,94.41300311526476,0.2427,0.1893,3.1.3.10
P0A921,0.2167,0.1877,289,30.9,92.65141822827924,0.2092,0.228,3.1.1.4
P0A962,0.1918,0.3043,338,42.7,96.17344563552795,0.2584,0.1846,3.5.1.1
P0A9W3,0.2,0.2805,555,52.4,88.02548057259715,0.2241,0.1946,3.6.1.3
P0ADA1,0.3108,0.2521,208,23.0,91.08612941881368,0.3406,0.2532,3.1.1.2
P0ADR8,0.1859,0.1975,454,43.6,92.89011458915672,0.2381,0.1888,3.2.2.4
P0AE12,0.2771,0.2395,484,57.2,91.01651638269954,0.339,0.2038,3.2.2.4
P0AEB2,0.216,0.2547,358,44.2,96.38694404591044,0.2638,0.2059,3.4.16.4
P0AEE3,0.26,0.2979,355,43.4,87.4276797880394,0.3102,0.226,3.4.21.107
P0AES0,0.2301,0.207,619,74.3,95.29207630522036,0.2744,0.2151,3.5.1.78
P0AEV9,0.2179,0.2179,156,21.3,89.4298909395973,0.3048,0.1699,3.4.23.51
P0AF24,0.1651,0.2568,250,22.9,97.08081589958128,0.2322,0.1627,3.1.3.5
P0AF93,0.2952,0.2721,128,18.7,97.77217345872542,0.3305,0.2156,3.5.99.10
P0AFC0,0.2667,0.2344,150,17.4,95.53503278688572,0.298,0.2264,3.6.1.67
P0AGB0,0.1919,0.2266,322,37.1,94.21670463791712,0.2592,0.1867,3.1.3.3
P0C089,0.2379,0.2414,193,18.3,92.76225178455591,0.284,0.1903,3.1.3.16
P0C1U5,0.2514,0.3088,488,44.2,91.78991213618896,0.2724,0.2374,3.2.1.4
P0C869,0.2451,0.2252,781,84.4,87.47785426406605,0.295,0.2086,3.1.1.4
P0C871,0.25,0.2185,782,79.0,88.14231102551737,0.2981,0.21,3.1.1.4
P0DTE7,0.1651,0.2361,495,49.9,98.40276790248812,0.147,0.1972,3.2.1.1
P0DTE8,0.1701,0.2153,495,49.9,98.40278313864955,0.1575,0.1974,3.2.1.1
P0DUB6,0.168,0.2019,495,49.9,98.51466734382954,0.147,0.1985,3.2.1.1
P10768,0.197,0.224,282,27.4,98.2516997294862,0.2439,0.1951,3.1.1.56
P10901,0.2428,0.303,461,49.6,95.08348175965644,0.279,0.2219,3.2.1.51
P10908,0.1675,0.1809,247,33.0,97.8812461059192,0.223,0.1692,3.1.4.46
P12881,0.2697,0.2402,245,31.7,92.29193447737929,0.3103,0.2258,3.4.25.1
P13686,0.1506,0.1778,301,37.4,98.34727913728742,0.1617,0.174,3.1.3.2
P14904,0.2766,0.2537,514,49.5,93.93947642679858,0.3414,0.2227,3.4.11.22
P15288,0.1659,0.1995,485,62.2,95.7509511015591,0.2106,0.1928,3.4.13.18
P15289,0.1846,0.2287,486,49.4,97.92226846747548,0.2323,0.1932,3.1.6.8
P15309,0.2192,0.1936,371,43.8,94.21833058939694,0.2296,0.2237,3.1.3.2
P16474,0.218,0.2132,668,86.9,86.31089651140098,0.2754,0.2052,3.6.4.10
P16692,0.2719,0.2448,252,30.7,97.03080061193276,0.3364,0.1999,3.1.4.55
P17405,0.2053,0.2263,603,68.6,90.9044130067568,0.2482,0.2164,3.1.4.12
P17411,0.1456,0.2228,450,51.9,95.02790658413048,0.1639,0.1731,3.2.1.86
P19881,0.1926,0.3238,312,24.1,95.38777276456102,0.228,0.192,3.1.3.41
P19926,0.212,0.2919,385,45.8,97.41960596026487,0.2593,0.1824,3.1.3.10
P19961,0.1657,0.2274,495,52.0,98.46787201625207,0.1499,0.1977,3.2.1.1
P20060,0.1961,0.1937,500,62.3,95.31646233382556,0.2327,0.203,3.2.1.52
P20339,0.2933,0.3757,199,21.4,88.44116698903937,0.2686,0.2596,3.6.5.2
P20646,0.2318,0.2051,349,44.2,96.05248241912788,0.2644,0.2132,3.1.3.2
P21242,0.2171,0.3142,248,32.7,96.52301818181844,0.2672,0.1853,3.4.25.1
P21243,0.2026,0.2164,238,33.3,96.43863370547604,0.2531,0.1838,3.4.25.1
P21369,0.1659,0.3422,213,20.5,97.58000607902702,0.1963,0.2005,3.5.1.19
P22255,0.1805,0.2799,246,30.8,95.33819843342025,0.2445,0.1783,3.1.3.7
P22304,0.2645,0.2532,513,48.2,96.3921684108046,0.2944,0.2149,3.1.6.13
P22434,0.2446,0.2044,369,40.5,94.23666779203272,0.282,0.2149,3.1.4.17
P23141,0.2119,0.1966,540,58.4,94.9319833531512,0.2606,0.2059,3.1.1.1
P23865,0.2011,0.2179,650,77.7,94.68771184797266,0.2379,0.1924,3.4.21.102
P24171,0.1805,0.1729,681,86.2,96.54857195032828,0.2042,0.1988,3.4.15.5
P24228,0.1686,0.2238,450,59.0,98.02805191017718,0.2315,0.1671,3.4.16.4
A0JMM9,0.3007,0.2499,139,17.0,92.51990081154204,0.364,0.2406,4.3.2.8
P24230,0.1686,0.3389,693,67.4,83.4714397466939,0.2219,0.1899,3.6.4.12
A0MTA1,0.2345,0.2614,258,30.3,97.57871906841343,0.2593,0.2009,4.2.99.18
P24555,0.1857,0.2517,686,86.6,96.54287010676188,0.2088,0.2006,3.4.21.83
D4A5C3,0.212,0.2458,332,38.5,90.39507866075024,0.2663,0.2202,4.1.3.4
P25043,0.2366,0.3087,220,26.7,94.0296987951812,0.2763,0.2086,3.4.25.1
F1RE08,0.2432,0.213,480,50.7,93.55634496919951,0.2747,0.1982,4.2.1.152
P25093,0.2058,0.2471,419,47.5,98.29321384425182,0.2408,0.2156,3.7.1.2
F4KGQ0,0.1956,0.2199,366,39.9,94.65998927805585,0.2365,0.1987,4.1.2.13
P25736,0.2508,0.3034,208,17.1,97.68343434343464,0.2835,0.1988,3.1.21.1
O02058,0.3252,0.2528,140,20.0,97.4715925266904,0.4223,0.2108,4.2.3.12
O08760,0.199,0.2335,334,39.3,93.13752262443464,0.2072,0.2183,4.2.99.18
P25788,0.2356,0.2418,255,33.6,94.69395488721732,0.286,0.1889,3.4.25.1
O13966,0.1989,0.1834,745,73.9,96.66001747640686,0.2474,0.1975,4.2.1.3
P25891,0.2566,0.2534,281,31.9,90.40815789473704,0.2744,0.2211,3.2.2.22
O15527,0.1772,0.1968,333,39.2,93.92864875094553,0.1667,0.2098,4.2.99.18
P27619,0.2792,0.2185,877,80.0,78.04448717948732,0.3114,0.2697,3.6.5.5
O16228,0.1985,0.2452,186,23.0,97.46436815193624,0.259,0.1961,4.2.1.130
P27656,0.3307,0.3638,510,48.6,82.89232368225655,0.3438,0.2734,3.1.1.3
O22765,0.1203,0.2485,264,34.3,94.81351026539758,0.1795,0.1339,4.1.2.8
P27848,0.195,0.2179,266,33.7,94.47640325670542,0.254,0.1832,3.1.3.23
O35215,0.2725,0.2752,118,16.0,98.06984732824428,0.3253,0.217,4.1.1.84
O35291,0.2926,0.2983,155,13.0,92.14296116504876,0.3711,0.2626,4.6.1.18
P27932,0.2106,0.233,410,44.1,96.45335505897094,0.2303,0.1996,3.2.1.1
O35292,0.3128,0.2704,155,13.5,92.72676206050704,0.3963,0.234,4.6.1.18
P27937,0.2089,0.2345,410,43.3,96.29844795538996,0.2241,0.2064,3.2.1.1
O48652,0.2302,0.2098,530,60.6,95.1207826288896,0.2716,0.1984,4.1.99.13
P28005,0.319,0.306,173,20.1,83.76752373995667,0.3798,0.2549,3.1.26.5
O49342,0.2505,0.3005,497,55.0,91.58958924949354,0.2884,0.205,4.99.1.6
P28039,0.2553,0.2151,564,60.5,91.66626334519606,0.2973,0.2147,3.1.1.77
O53664,0.1871,0.2261,280,34.5,93.59397189695578,0.2532,0.2033,4.2.1.55
P28070,0.2701,0.2685,210,28.5,96.77916262135878,0.3268,0.2126,3.4.25.1
O59791,0.1762,0.3201,323,43.8,96.12046672077877,0.2257,0.1872,4.3.1.17
P28239,0.2569,0.3146,310,31.1,91.80614741035866,0.2762,0.2291,3.6.1.1
O60181,0.1923,0.2337,204,25.2,97.21926395939062,0.2213,0.1968,4.1.99.12
P29144,0.2552,0.3567,1237,37.2,92.31148217247092,0.3763,0.1928,3.4.14.10
O65398,0.1849,0.2224,283,33.3,96.44421472936972,0.2367,0.1798,4.4.1.5
P30657,0.2945,0.2722,226,29.8,96.86123728813511,0.3545,0.2211,3.4.25.1
O70249,0.1842,0.247,334,39.8,93.52157358490612,0.1863,0.209,4.2.99.18
P30871,0.218,0.2266,433,50.7,97.38978337236529,0.2498,0.198,3.6.1.25
O74914,0.1703,0.2332,244,26.0,96.49898882384224,0.2247,0.1792,4.2.1.130
O75223,0.2254,0.2007,188,24.5,93.6938983050852,0.2776,0.2021,4.3.2.9
P31434,0.1744,0.1641,772,95.1,97.15933783349408,0.2067,0.1886,3.2.1.177
O82647,0.2177,0.24,561,64.0,96.64276531791864,0.2771,0.198,4.1.1.1
P32138,0.1659,0.164,678,82.7,96.83465738365643,0.2118,0.1776,3.2.1.199
O88533,0.1934,0.2223,480,61.2,96.955407544184,0.2416,0.1978,4.1.1.28
P32316,0.2131,0.3149,526,52.5,96.10857142857095,0.2621,0.1922,3.1.2.1
O95822,0.2474,0.2122,465,49.8,93.44232659748698,0.2862,0.209,4.1.1.9
P32321,0.2863,0.337,164,19.1,95.6966224648986,0.3107,0.2447,3.5.4.12
P00914,0.1998,0.1897,472,57.4,97.26336411609552,0.2284,0.2002,4.1.99.3
P32356,0.2123,0.211,656,80.6,96.06606887467046,0.238,0.2061,3.2.1.28
P04968,0.2023,0.2647,514,60.7,90.10563700707677,0.2521,0.2023,4.3.1.19
P32379,0.2556,0.3327,260,32.5,91.66045318725097,0.2873,0.2239,3.4.25.1
P06721,0.1686,0.1842,395,50.2,98.3091748849441,0.1743,0.2076,4.4.1.13
P32587,0.2769,0.3054,285,30.6,92.37488038277544,0.3112,0.2072,3.1.3.48
P09126,0.1674,0.2359,246,32.1,96.20897907095468,0.2105,0.1677,4.2.1.75
P32807,0.362,0.366,573,68.3,86.42896907216404,0.4294,0.2676,3.6.4.12
P0A935,0.265,0.258,334,39.7,94.52218869365883,0.3138,0.2143,4.2.2.n1
P33013,0.251,0.2642,388,43.9,91.79254581151852,0.2762,0.2404,3.4.16.4
P0ABE9,0.2405,0.2662,219,24.9,96.53633693045587,0.2807,0.2076,4.2.1.1
P0AC16,0.2476,0.2176,122,17.7,95.46672575599572,0.2644,0.2225,4.1.2.25
P0AFI0,0.1953,0.191,564,67.3,96.86781330825232,0.2562,0.2036,4.1.1.8
P34066,0.2334,0.2613,236,34.0,93.34625876010752,0.2666,0.2169,3.4.25.1
P0AGC3,0.1952,0.1574,645,75.7,94.36382575024273,0.1933,0.2065,4.2.2.n1
P34243,0.2397,0.2322,683,75.8,88.59164002905932,0.2714,0.2109,3.6.4.12
P11663,0.3472,0.2765,169,20.2,93.52547128129596,0.3995,0.2102,4.2.1.2
P34629,0.1916,0.172,491,52.6,98.4620971242537,0.2552,0.1996,3.4.11.1
P21169,0.2327,0.2409,711,76.4,96.06520770190735,0.2989,0.1905,4.1.1.17
P34647,0.3071,0.3754,796,89.3,76.7441922648417,0.342,0.2749,3.6.4.12
P21338,0.282,0.2523,238,24.4,98.1425269396547,0.3376,0.2019,4.6.1.21
P22830,0.1738,0.1899,355,43.8,97.0329071803854,0.1974,0.1915,4.99.1.1
P35122,0.2015,0.193,227,28.3,93.75987931980264,0.2413,0.1804,3.4.19.12
P24169,0.2479,0.225,717,81.4,96.52165553602794,0.3107,0.1951,4.1.1.17
P35127,0.3103,0.3132,236,24.9,89.65808807733582,0.3742,0.2254,3.4.19.12
P26259,0.2122,0.2165,294,42.8,98.3713863134662,0.2706,0.1837,4.3.3.7
P35172,0.2424,0.2068,728,78.1,93.30073261309887,0.2541,0.2265,3.2.1.28
P28297,0.298,0.3145,576,61.6,93.25772364924693,0.3279,0.2244,4.1.3.1
P35182,0.2104,0.2707,262,31.3,96.35147931873512,0.2489,0.1921,3.1.3.16
P35236,0.2584,0.199,309,37.4,92.40382305194844,0.2884,0.2239,3.1.3.48
P28305,0.1741,0.1978,269,35.1,97.04434824434774,0.2081,0.1899,4.1.3.38
P35475,0.2221,0.1892,624,70.8,96.94019635627524,0.2783,0.2052,3.2.1.76
P28516,0.2197,0.2399,561,65.9,96.69909939337322,0.287,0.1966,4.1.1.1
P35842,0.2086,0.2533,434,48.7,96.13825874928268,0.2337,0.2174,3.1.3.2
P30046,0.2615,0.2636,118,16.3,97.9904703247485,0.299,0.2243,4.1.1.84
P36136,0.2956,0.3069,271,23.2,92.69556012802887,0.3163,0.2335,3.1.3.37
P30140,0.1857,0.291,377,41.3,95.04070773263484,0.2015,0.2028,4.1.99.19
P36159,0.2541,0.1927,838,91.1,90.01867916239625,0.2639,0.2302,3.1.26.11
P32377,0.2205,0.2308,396,43.8,94.82263938124431,0.2505,0.2111,4.1.1.33
P36599,0.2621,0.3172,346,33.2,91.31396475770964,0.3087,0.2211,3.1.4.17
P32582,0.2315,0.2969,490,55.8,89.69162077104623,0.2605,0.2207,4.2.1.22
P37024,0.1847,0.1665,809,94.9,91.4856038338656,0.2323,0.1941,3.6.4.13
P32656,0.2895,0.2835,232,27.1,93.73741796664892,0.3655,0.2084,4.3.2.7
P37025,0.205,0.2139,176,24.4,95.6994968107728,0.2674,0.1841,3.1.4.58
P36007,0.1697,0.3059,326,43.4,95.46401385493064,0.2198,0.1914,4.3.1.16
P37651,0.2363,0.238,368,40.4,94.82959592529724,0.2724,0.2111,3.2.1.4
P38744,0.3035,0.3903,120,14.2,91.27816801619436,0.3173,0.2171,4.2.1.96
P39358,0.2223,0.3995,624,54.4,95.5369158278,0.2868,0.1915,4.2.1.82
P37890,0.2698,0.3714,457,37.3,89.1853236607142,0.3078,0.2203,3.4.16.5
P39359,0.1566,0.1743,301,41.4,97.98765089014266,0.222,0.1603,4.1.2.28
P38132,0.3153,0.3478,832,90.7,77.03723297272533,0.3514,0.2786,3.6.4.12
P40011,0.2376,0.2064,234,27.9,97.3368833333332,0.2916,0.1955,4.1.1.112
